record_status,variable_role,canonical_name,raw_mnemonic,physical_definition,measurement_location,original_uom,canonical_uom,sampling_basis,aggregation_window,operational_state,conversion,missing_rule,physical_range_rule,smoothing_status,derived_status,evidence_source,ambiguity_status,rop_definition,instantaneous_or_averaged,depth_or_time_derived,window_length,connection_exclusion,off_bottom_exclusion,reaming_exclusion,zero_policy,negative_policy,upper_range_policy,archive_scope,notes
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7019|MWD_LWD/ASCII/Montara_H5_ST-2_DrillingMechanics_RM_Depth_1670-5240m_MD_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7019|MWD_LWD/ASCII/Montara_H5_ST-2_DrillingMechanics_RM_Depth_1670-5240m_MD_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7019|MWD_LWD/ASCII/Montara_H5_ST-2_DrillingMechanics_RM_Depth_1670-5240m_MD_Interpolated.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,source reported average window or unknown,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of Penetration,source reported or unknown,source-reported depth-indexed curve,unknown,exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Bonaparte Basin|Montara|7019|MWD_LWD/ASCII/Montara_H5_ST-2_DrillingMechanics_RM_Depth_1670-5240m_MD_Interpolated.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,M,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Scarborough|810|3_MWD_LWD/02_26in_Hole_Section/Run_200/03_Drilling_Mechanics/02_Digital_Data_Files/SCA03_DM_REC_2600in_DM-DDS-PWD_SR10cm_1694m.las,Depth
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,WOB,Source-reported surface weight on bit,surface,klb,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Scarborough|810|3_MWD_LWD/02_26in_Hole_Section/Run_200/03_Drilling_Mechanics/02_Digital_Data_Files/SCA03_DM_REC_2600in_DM-DDS-PWD_SR10cm_1694m.las,Weight on bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,rpm,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Scarborough|810|3_MWD_LWD/02_26in_Hole_Section/Run_200/03_Drilling_Mechanics/02_Digital_Data_Files/SCA03_DM_REC_2600in_DM-DDS-PWD_SR10cm_1694m.las,Surface RPM
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPP,Source-reported standpipe pressure,surface,psig,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Northern Carnarvon Basin|Scarborough|810|3_MWD_LWD/02_26in_Hole_Section/Run_200/03_Drilling_Mechanics/02_Digital_Data_Files/SCA03_DM_REC_2600in_DM-DDS-PWD_SR10cm_1694m.las,SPP Avg
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROPA,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/hr,m/h,native depth-indexed source object,source reported average window or unknown,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,Avg Rate of Penetration,source reported or unknown,source-reported depth-indexed curve,unknown,exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Northern Carnarvon Basin|Scarborough|810|3_MWD_LWD/02_26in_Hole_Section/Run_200/03_Drilling_Mechanics/02_Digital_Data_Files/SCA03_DM_REC_2600in_DM-DDS-PWD_SR10cm_1694m.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6963|LWD/DRILLING_MECHANICS/ThylacineNorth1_RM_DrillingMechanicsDepth_123-2790m.las,Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6963|LWD/DRILLING_MECHANICS/ThylacineNorth1_RM_DrillingMechanicsDepth_123-2790m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6963|LWD/DRILLING_MECHANICS/ThylacineNorth1_RM_DrillingMechanicsDepth_123-2790m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6963|LWD/DRILLING_MECHANICS/ThylacineNorth1_RM_DrillingMechanicsDepth_123-2790m.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Otway Basin|Thylacine|6963|LWD/DRILLING_MECHANICS/ThylacineNorth1_RM_DrillingMechanicsDepth_123-2790m.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPT,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6970|DRILLING_MECHANICS/ThylacineNorth2_RM_DrillingMechanicsDepth_120-6025m_LAS.las,Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6970|DRILLING_MECHANICS/ThylacineNorth2_RM_DrillingMechanicsDepth_120-6025m_LAS.las,(RT)    (DRILLING_SURFACE)      (6in)                   Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6970|DRILLING_MECHANICS/ThylacineNorth2_RM_DrillingMechanicsDepth_120-6025m_LAS.las,(RT)    (DRILLING_SURFACE)      (6in)                   Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,,,,,,,,,,,Otway Basin|Thylacine|6970|DRILLING_MECHANICS/ThylacineNorth2_RM_DrillingMechanicsDepth_120-6025m_LAS.las,(RT)    (DRILLING_SURFACE)      (6in)                   Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_T1b_label_blinded_v4/0725_T1b_LAS_file_covariate_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)      (6in)                   Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Otway Basin|Thylacine|6970|DRILLING_MECHANICS/ThylacineNorth2_RM_DrillingMechanicsDepth_120-6025m_LAS.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPTH,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7071|Montar_H3_ST1_Digital_Data/LWD/ASCII/Montara-H3-ST1_DrillingMechanics_Time_10May12.las,(RT)    (DnMWorkflow)                                   Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7071|Montar_H3_ST1_Digital_Data/LWD/ASCII/Montara-H3-ST1_DrillingMechanics_Time_10May12.las,(RT)    (DRILLING_SURFACE)                              Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7071|Montar_H3_ST1_Digital_Data/LWD/ASCII/Montara-H3-ST1_DrillingMechanics_Time_10May12.las,(RT)    (DRILLING_SURFACE)                              Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7071|Montar_H3_ST1_Digital_Data/LWD/ASCII/Montara-H3-ST1_DrillingMechanics_Time_10May12.las,(RT)    (DRILLING_SURFACE)                              Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)                              Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Bonaparte Basin|Montara|7071|Montar_H3_ST1_Digital_Data/LWD/ASCII/Montara-H3-ST1_DrillingMechanics_Time_10May12.las,ROP numeric payload remained inaccessible when this row was generated
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,measured_depth,DEPTH,Measured depth along the wellbore trajectory,wellbore trajectory index,m,m,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= MD_m <= 15000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7070|Montara_H2_Digital_Data/LWD/ASCII/PTTEP_Montara-H2_DrillMech_Time_LAS_RM_R2.las,(RT)    (DnMWorkflow)                                   Depth Index
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,weight_on_bit,SWOB,Source-reported surface weight on bit,surface,1000 lbf,kkgf,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x0.45359237_to_kkgf,mark unavailable; frozen source median after family qualification,0 <= WOB_kkgf <= 100; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7070|Montara_H2_Digital_Data/LWD/ASCII/PTTEP_Montara-H2_DrillMech_Time_LAS_RM_R2.las,(RT)    (DRILLING_SURFACE)                              Surface Weight On Bit
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,surface_rotary_speed,RPM,Source-reported surface rotary speed,surface,c/min,rpm,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x1,mark unavailable; frozen source median after family qualification,0 <= surface_RPM_rpm <= 500; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7070|Montara_H2_Digital_Data/LWD/ASCII/PTTEP_Montara-H2_DrillMech_Time_LAS_RM_R2.las,(RT)    (DRILLING_SURFACE)                              Rotational Speed
DRAFT_ARCHIVE_SPECIFIC_PASS,feature,standpipe_pressure,SPPA,Source-reported standpipe pressure,surface,psi,kPa,native depth-indexed source object,source reported or unknown,drilling-surface lineage in selected header,x6.894757293168_to_kPa,mark unavailable; frozen source median after family qualification,0 <= SPP_kPa <= 70000; violations become unavailable,source reported; no new smoothing,source-reported engineering curve,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,,,,,,,,,,,Bonaparte Basin|Montara|7070|Montara_H2_Digital_Data/LWD/ASCII/PTTEP_Montara-H2_DrillMech_Time_LAS_RM_R2.las,(RT)    (DRILLING_SURFACE)                              Standpipe Pressure
PRINCIPALLY_FROZEN_ARCHIVE_SPECIFIC_PASS,target,rate_of_penetration,ROP5,Source-reported operational rate of penetration representing new-hole advancement during eligible active-drilling intervals,wellbore advancement,m/h,m/h,native depth-indexed source object,5 ft (approximately 1.5 m) source window,drilling-surface lineage in selected header,x1_to_m_per_h,exclude nonfinite target and count,finite and strictly positive; no upper truncation,source reported; no new smoothing,source-reported measured or derived lineage recorded,../0725_CROSS_WELL_extension_T1b_v1/0725_extension_T1b_LAS_file_QC_v1.csv,PASS,(RT)    (DRILLING_SURFACE)                              Rate of penetration averaged over the last 5 ft (1.5 m),averaged,source-reported depth-indexed curve,5 ft (approximately 1.5 m),exclude when explicitly flagged,exclude when explicitly flagged or require drilling-only lineage,exclude when explicitly flagged or require new-hole lineage,exclude and count,exclude and count,retain finite positive extremes and flag,Bonaparte Basin|Montara|7070|Montara_H2_Digital_Data/LWD/ASCII/PTTEP_Montara-H2_DrillMech_Time_LAS_RM_R2.las,ROP numeric payload remained inaccessible when this row was generated
